state,district,period,AFI
Madhya Pradesh,Satna,2025-08,21.69211412978345
Madhya Pradesh,Satna,2025-09,23.148777179292864
Madhya Pradesh,Satna,2025-10,21.469157086645776
Madhya Pradesh,Satna,2025-11,21.28465993958645
Madhya Pradesh,Satna,2025-12,20.177503104531976
Madhya Pradesh,Satna,NaT,19.57096432212861
Madhya Pradesh,Sehore,2025-01,72.50063378110401
Madhya Pradesh,Sehore,2025-02,39.748390828749386
Madhya Pradesh,Sehore,2025-03,31.790067186535552
Madhya Pradesh,Sehore,2025-04,27.381722516455156
Madhya Pradesh,Sehore,2025-05,4.6742919377894685
Madhya Pradesh,Sehore,2025-06,16.949482814175056
Madhya Pradesh,Sehore,2025-07,5.417365302215434
Madhya Pradesh,Sehore,2025-08,21.659285511772637
Madhya Pradesh,Sehore,2025-09,26.211357171694086
Madhya Pradesh,Sehore,2025-10,22.261054522757274
Madhya Pradesh,Sehore,2025-11,24.660668439693175
Madhya Pradesh,Sehore,2025-12,23.835160256856856
Madhya Pradesh,Sehore,NaT,20.568931890326738
Madhya Pradesh,Seoni,2025-01,65.46747763654558
Madhya Pradesh,Seoni,2025-02,32.06730500076373
Madhya Pradesh,Seoni,2025-03,25.41998002504151
Madhya Pradesh,Seoni,2025-04,18.857779550653746
Madhya Pradesh,Seoni,2025-05,9.893797422517961
Madhya Pradesh,Seoni,2025-06,19.05476631202563
Madhya Pradesh,Seoni,2025-08,15.798881983041346
Madhya Pradesh,Seoni,2025-09,22.1308612653081
Madhya Pradesh,Seoni,2025-10,19.964875831834224
Madhya Pradesh,Seoni,2025-11,17.76917977031949
Madhya Pradesh,Seoni,2025-12,17.86100592251845
Madhya Pradesh,Seoni,NaT,17.011883471486662
Madhya Pradesh,Shahdol,2025-01,70.05549500725255
Madhya Pradesh,Shahdol,2025-02,38.14669684860467
Madhya Pradesh,Shahdol,2025-03,31.63672326634332
Madhya Pradesh,Shahdol,2025-04,21.606188202102928
Madhya Pradesh,Shahdol,2025-05,5.270413126128743
Madhya Pradesh,Shahdol,2025-06,25.087909802976874
Madhya Pradesh,Shahdol,2025-07,4.542314656702754
Madhya Pradesh,Shahdol,2025-08,21.55931436409818
Madhya Pradesh,Shahdol,2025-09,20.9319062350073
Madhya Pradesh,Shahdol,2025-10,17.947434539891933
Madhya Pradesh,Shahdol,2025-11,21.336899573259306
Madhya Pradesh,Shahdol,2025-12,20.536339487284074
Madhya Pradesh,Shahdol,NaT,18.754329341391287
Madhya Pradesh,Shajapur,2025-01,73.53523564456667
Madhya Pradesh,Shajapur,2025-02,38.981684262839885
Madhya Pradesh,Shajapur,2025-03,34.013883586920635
Madhya Pradesh,Shajapur,2025-04,27.71015618372755
Madhya Pradesh,Shajapur,2025-05,9.945959678222609
Madhya Pradesh,Shajapur,2025-06,26.310658784928517
Madhya Pradesh,Shajapur,2025-07,4.37131857717132
Madhya Pradesh,Shajapur,2025-08,22.982444180546647
Madhya Pradesh,Shajapur,2025-09,26.48072131223883
Madhya Pradesh,Shajapur,2025-10,25.116348859049108
Madhya Pradesh,Shajapur,2025-11,22.596298027303153
Madhya Pradesh,Shajapur,2025-12,20.83200041155423
Madhya Pradesh,Shajapur,NaT,20.60877790400837
Madhya Pradesh,Sheopur,2025-01,68.4404804659573
Madhya Pradesh,Sheopur,2025-02,33.864212328967255
Madhya Pradesh,Sheopur,2025-03,27.859786185015686
Madhya Pradesh,Sheopur,2025-04,18.86783827415649
Madhya Pradesh,Sheopur,2025-05,8.228243246876195
Madhya Pradesh,Sheopur,2025-06,17.46900172607894
Madhya Pradesh,Sheopur,2025-07,6.124309349725812
Madhya Pradesh,Sheopur,2025-08,24.18868788427636
Madhya Pradesh,Sheopur,2025-09,19.09563719156751
Madhya Pradesh,Sheopur,2025-10,14.16180939771337
Madhya Pradesh,Sheopur,2025-11,17.850831745744536
Madhya Pradesh,Sheopur,2025-12,14.446060255416842
Madhya Pradesh,Sheopur,NaT,15.917675975382842
Madhya Pradesh,Shivpuri,2025-01,71.69935476196508
Madhya Pradesh,Shivpuri,2025-02,38.621981173285675
Madhya Pradesh,Shivpuri,2025-03,27.8759343417936
Madhya Pradesh,Shivpuri,2025-04,18.412558678693582
Madhya Pradesh,Shivpuri,2025-05,6.19835436796227
Madhya Pradesh,Shivpuri,2025-06,22.314174004508622
Madhya Pradesh,Shivpuri,2025-07,8.899235273790634
Madhya Pradesh,Shivpuri,2025-08,25.291052459173486
Madhya Pradesh,Shivpuri,2025-09,24.202295450881184
Madhya Pradesh,Shivpuri,2025-10,19.414058130157677
Madhya Pradesh,Shivpuri,2025-11,22.90775241723455
Madhya Pradesh,Shivpuri,2025-12,22.867000420645272
Madhya Pradesh,Shivpuri,NaT,18.867751054205694
Madhya Pradesh,Sidhi,2025-01,72.2206246846626
Madhya Pradesh,Sidhi,2025-02,35.839061542904005
Madhya Pradesh,Sidhi,2025-03,27.27642862830979
Madhya Pradesh,Sidhi,2025-04,19.878009769242222
Madhya Pradesh,Sidhi,2025-05,9.410157272062975
Madhya Pradesh,Sidhi,2025-06,17.796407797575995
Madhya Pradesh,Sidhi,2025-07,4.87263157893798
Madhya Pradesh,Sidhi,2025-08,19.794816878245644
Madhya Pradesh,Sidhi,2025-09,22.06217863143836
Madhya Pradesh,Sidhi,2025-10,16.431256423452577
Madhya Pradesh,Sidhi,2025-11,20.828159389482142
Madhya Pradesh,Sidhi,2025-12,16.266125129456068
Madhya Pradesh,Sidhi,NaT,16.10533918221578
Madhya Pradesh,Singrauli,2025-01,71.24111393957119
Madhya Pradesh,Singrauli,2025-02,35.88955411164915
Madhya Pradesh,Singrauli,2025-03,27.604923350003226
Madhya Pradesh,Singrauli,2025-04,18.977617008867604
Madhya Pradesh,Singrauli,2025-05,9.814767205845824
Madhya Pradesh,Singrauli,2025-06,21.752901195747345
Madhya Pradesh,Singrauli,2025-07,4.264208159217029
Madhya Pradesh,Singrauli,2025-08,16.795773310760662
Madhya Pradesh,Singrauli,2025-09,24.327019027360308
Madhya Pradesh,Singrauli,2025-10,17.346109740030965
Madhya Pradesh,Singrauli,2025-11,18.403980220742085
Madhya Pradesh,Singrauli,2025-12,17.388103741001732
Madhya Pradesh,Singrauli,NaT,14.54604482164055
Madhya Pradesh,Tikamgarh,2025-01,73.93526775464646
Madhya Pradesh,Tikamgarh,2025-02,37.92137393211728
Madhya Pradesh,Tikamgarh,2025-03,31.644767973399624
Madhya Pradesh,Tikamgarh,2025-04,20.574865378228303
Madhya Pradesh,Tikamgarh,2025-05,5.236086061503539
Madhya Pradesh,Tikamgarh,2025-06,19.312449656337964
Madhya Pradesh,Tikamgarh,2025-07,5.04234004854992
Madhya Pradesh,Tikamgarh,2025-08,21.696608182649364
Madhya Pradesh,Tikamgarh,2025-09,25.340908337808834
Madhya Pradesh,Tikamgarh,2025-10,22.3965082224543
Madhya Pradesh,Tikamgarh,2025-11,24.26809744771989
Madhya Pradesh,Tikamgarh,2025-12,23.29887097774205
Madhya Pradesh,Tikamgarh,NaT,16.89376772008829
Madhya Pradesh,Ujjain,2025-01,69.0464969329709
Madhya Pradesh,Ujjain,2025-02,34.04298249191256
Madhya Pradesh,Ujjain,2025-03,27.286622927016182
Madhya Pradesh,Ujjain,2025-04,20.29648050962904
Madhya Pradesh,Ujjain,2025-05,9.27067239725863
Madhya Pradesh,Ujjain,2025-06,23.595066100826124
Madhya Pradesh,Ujjain,2025-07,4.358020128098386
Madhya Pradesh,Ujjain,2025-08,22.38434930800619
Madhya Pradesh,Ujjain,2025-09,24.08937838821947
Madhya Pradesh,Ujjain,2025-10,20.24409924618804
Madhya Pradesh,Ujjain,2025-11,21.25366231938843
Madhya Pradesh,Ujjain,2025-12,19.910157259438517
Madhya Pradesh,Ujjain,NaT,20.220943097341088
Madhya Pradesh,Umaria,2025-01,64.3633797004311
Madhya Pradesh,Umaria,2025-02,38.2197038851447
Madhya Pradesh,Umaria,2025-03,25.8363470542932
Madhya Pradesh,Umaria,2025-04,20.661749969294366
Madhya Pradesh,Umaria,2025-05,10.500779913369266
Madhya Pradesh,Umaria,2025-06,20.66635501187677
Madhya Pradesh,Umaria,2025-07,11.162453005498262
Madhya Pradesh,Umaria,2025-08,23.29412574841985
Madhya Pradesh,Umaria,2025-09,23.4162377134929
Madhya Pradesh,Umaria,2025-10,20.08299362503039
Madhya Pradesh,Umaria,2025-11,21.957806355376047
Madhya Pradesh,Umaria,2025-12,16.490057058850155
Madhya Pradesh,Umaria,NaT,18.887771941675567
Madhya Pradesh,Vidisha,2025-01,69.70023529154008
Madhya Pradesh,Vidisha,2025-02,38.041068835858525
Madhya Pradesh,Vidisha,2025-03,30.479063118616462
Madhya Pradesh,Vidisha,2025-04,22.04364740290909
Madhya Pradesh,Vidisha,2025-05,12.07913383660285
Madhya Pradesh,Vidisha,2025-06,26.78126497192727
Madhya Pradesh,Vidisha,2025-07,9.34261682323746
Madhya Pradesh,Vidisha,2025-08,25.76346164661813
Madhya Pradesh,Vidisha,2025-09,28.135213593957346
Madhya Pradesh,Vidisha,2025-10,24.73227215745706
Madhya Pradesh,Vidisha,2025-11,28.584200092432614
Madhya Pradesh,Vidisha,2025-12,19.375391228269848
Madhya Pradesh,Vidisha,NaT,22.9850190308755
Madhya Pradesh,West Nimar,2025-01,66.79035197563697
Madhya Pradesh,West Nimar,2025-02,36.35684489587256
Madhya Pradesh,West Nimar,2025-03,29.688800211719762
Madhya Pradesh,West Nimar,2025-04,24.112863074144798
Madhya Pradesh,West Nimar,2025-06,24.008228704705502
Madhya Pradesh,West Nimar,2025-08,28.084374355767316
Madhya Pradesh,West Nimar,2025-09,24.266569230673973
Madhya Pradesh,West Nimar,2025-10,22.21748007073867
Madhya Pradesh,West Nimar,2025-11,23.222035692073828
Madhya Pradesh,West Nimar,2025-12,22.430338558168536
Madhya Pradesh,West Nimar,NaT,21.626276396344476
Maharashtra,Ahmadnagar,2025-01,65.02730882183957
Maharashtra,Ahmadnagar,2025-02,34.80340765815205
Maharashtra,Ahmadnagar,2025-03,30.887648938072616
Maharashtra,Ahmadnagar,2025-04,15.977410120877334
Maharashtra,Ahmadnagar,2025-05,9.29732632788228
Maharashtra,Ahmadnagar,2025-06,13.591203119893532
Maharashtra,Ahmadnagar,2025-07,5.356221717788776
Maharashtra,Ahmadnagar,2025-08,20.553227780762853
Maharashtra,Ahmadnagar,2025-09,27.277971225251907
Maharashtra,Ahmadnagar,2025-10,16.549968669617794
Maharashtra,Ahmadnagar,2025-11,22.38292638513679
Maharashtra,Ahmadnagar,2025-12,25.9604373663566
Maharashtra,Ahmadnagar,NaT,26.289804453687122
Maharashtra,Ahmed Nagar,2025-01,50.879750087652695
Maharashtra,Ahmed Nagar,2025-02,28.996163235066124
Maharashtra,Ahmed Nagar,2025-03,28.608211911781474
Maharashtra,Ahmed Nagar,2025-04,17.139991336097896
Maharashtra,Ahmed Nagar,2025-06,11.483697180364016
Maharashtra,Ahmed Nagar,2025-08,18.963459924893815
Maharashtra,Ahmed Nagar,2025-09,29.455731089583562
Maharashtra,Ahmed Nagar,2025-10,16.69168395816458
Maharashtra,Ahmed Nagar,2025-11,25.785139510394348
Maharashtra,Ahmed Nagar,2025-12,21.381813080229517
Maharashtra,Ahmed Nagar,NaT,32.12032409461811
Maharashtra,Ahmednagar,2025-01,5.481666160603195
Maharashtra,Akola,2025-01,67.65360265059887
Maharashtra,Akola,2025-02,38.21985962079714
Maharashtra,Akola,2025-03,32.01855077970771
Maharashtra,Akola,2025-04,20.057835396091196
Maharashtra,Akola,2025-05,13.381171861214606
Maharashtra,Akola,2025-06,15.990636585652245
Maharashtra,Akola,2025-08,26.88764083875014
Maharashtra,Akola,2025-09,29.590428701411412
Maharashtra,Akola,2025-10,23.671998547319014
Maharashtra,Akola,2025-11,22.978946370026538
Maharashtra,Akola,2025-12,26.79593407653167
Maharashtra,Akola,NaT,22.756094407260772
Maharashtra,Amravati,2025-01,69.92523852238381
Maharashtra,Amravati,2025-02,36.635872837864184
Maharashtra,Amravati,2025-03,31.14670957356525
Maharashtra,Amravati,2025-04,21.874651152949173
Maharashtra,Amravati,2025-05,7.247447066227111
Maharashtra,Amravati,2025-06,17.26330886246282
Maharashtra,Amravati,2025-07,6.14568330149397
Maharashtra,Amravati,2025-08,24.403175369486586
Maharashtra,Amravati,2025-09,28.279282574794834
Maharashtra,Amravati,2025-10,22.192885675290448
Maharashtra,Amravati,2025-11,21.954461417664003
Maharashtra,Amravati,2025-12,25.93292323541659
Maharashtra,Amravati,NaT,25.014073216797296
Maharashtra,Aurangabad,2025-01,67.91327650614966
Maharashtra,Aurangabad,2025-02,38.1547372548012
Maharashtra,Aurangabad,2025-03,28.52789322574903
Maharashtra,Aurangabad,2025-04,20.263833871712855
Maharashtra,Aurangabad,2025-05,16.056070998775184
Maharashtra,Aurangabad,2025-06,17.8464422388173
Maharashtra,Aurangabad,2025-07,6.477485942835526
Maharashtra,Aurangabad,2025-08,24.450352853369967
Maharashtra,Aurangabad,2025-09,27.834868059445263
Maharashtra,Aurangabad,2025-10,19.961955577524023
Maharashtra,Aurangabad,2025-11,19.653324344126478
Maharashtra,Aurangabad,2025-12,23.74021583758581
Maharashtra,Aurangabad,NaT,20.19987034699398
Maharashtra,Beed,2025-01,65.93965680408928
Maharashtra,Beed,2025-02,37.43375659325725
Maharashtra,Beed,2025-03,25.552559767822732
Maharashtra,Beed,2025-04,17.35521718555347
Maharashtra,Beed,2025-05,9.901487527517054
Maharashtra,Beed,2025-06,21.912555658450675
Maharashtra,Beed,2025-07,4.770502468189046
Maharashtra,Beed,2025-08,23.29144390604449
Maharashtra,Beed,2025-09,27.49887702432665
Maharashtra,Beed,2025-10,18.77182717331547
Maharashtra,Beed,2025-11,24.82465383076101
Maharashtra,Beed,2025-12,26.03061678187274
Maharashtra,Beed,NaT,22.573344965468408
Maharashtra,Bhandara,2025-01,68.43451380888409
Maharashtra,Bhandara,2025-02,34.69849754244407
Maharashtra,Bhandara,2025-03,30.49866173017675
Maharashtra,Bhandara,2025-04,19.20631213865354
Maharashtra,Bhandara,2025-05,5.176145402980189
Maharashtra,Bhandara,2025-06,15.734848973613978
Maharashtra,Bhandara,2025-08,23.291212480085843
Maharashtra,Bhandara,2025-09,26.376520764497254
Maharashtra,Bhandara,2025-10,23.867306224813493
Maharashtra,Bhandara,2025-11,22.99339682303958
Maharashtra,Bhandara,2025-12,24.845278161468585
Maharashtra,Bhandara,NaT,23.05206705098636
Maharashtra,Bid,2025-01,57.15337136839422
Maharashtra,Bid,2025-02,31.946870196843893
Maharashtra,Bid,2025-03,20.45270552943543
Maharashtra,Bid,2025-04,17.24328127292693
Maharashtra,Bid,2025-05,6.228888273939165
Maharashtra,Bid,2025-06,18.48316842560809
Maharashtra,Bid,2025-08,18.54138622314351
Maharashtra,Bid,2025-09,27.91236865976878
Maharashtra,Bid,2025-10,14.93806879237601
Maharashtra,Bid,2025-11,19.46319332432397
Maharashtra,Bid,2025-12,24.199799158708647
Maharashtra,Bid,NaT,22.39918460890743
Maharashtra,Buldana,2025-01,67.39715087220527
Maharashtra,Buldana,2025-02,33.53397438102888
Maharashtra,Buldana,2025-03,30.940688215400556
Maharashtra,Buldana,2025-04,20.44135883070019
Maharashtra,Buldana,2025-05,7.102173669714548
Maharashtra,Buldana,2025-06,12.98704847684706
Maharashtra,Buldana,2025-07,4.5538408823376475
Maharashtra,Buldana,2025-08,24.39739390134973
Maharashtra,Buldana,2025-09,26.445364078430153
Maharashtra,Buldana,2025-10,18.2457091533011
Maharashtra,Buldana,2025-11,18.147055027865335
Maharashtra,Buldana,2025-12,21.570259789526567
Maharashtra,Buldana,NaT,21.02400987462567
Maharashtra,Buldhana,2025-01,65.68348698571457
Maharashtra,Buldhana,2025-02,36.87067628124352
Maharashtra,Buldhana,2025-03,30.94085214005824
Maharashtra,Buldhana,2025-04,17.63297443672353
Maharashtra,Buldhana,2025-05,10.633837426693342
Maharashtra,Buldhana,2025-06,15.922273638796627
Maharashtra,Buldhana,2025-07,5.671249889687265
Maharashtra,Buldhana,2025-08,24.393407353290105
Maharashtra,Buldhana,2025-09,28.22839761164436
Maharashtra,Buldhana,2025-10,19.89692025431074
Maharashtra,Buldhana,2025-11,24.723860187325716
Maharashtra,Buldhana,2025-12,27.501911019519518
Maharashtra,Buldhana,NaT,25.590538068148295
Maharashtra,Chandrapur,2025-01,68.09363834803244
Maharashtra,Chandrapur,2025-02,37.818317377158294
Maharashtra,Chandrapur,2025-03,29.234827806655645
Maharashtra,Chandrapur,2025-04,18.11591762235469
Maharashtra,Chandrapur,2025-05,4.984155863823218
Maharashtra,Chandrapur,2025-06,12.547040801047949
Maharashtra,Chandrapur,2025-07,5.3593348974204655
Maharashtra,Chandrapur,2025-08,24.157067826619883
Maharashtra,Chandrapur,2025-09,25.67610749160159
Maharashtra,Chandrapur,2025-10,19.335025324837687
Maharashtra,Chandrapur,2025-11,18.159786220881863
Maharashtra,Chandrapur,2025-12,22.41209998752016
Maharashtra,Chandrapur,NaT,17.936160564910313
Maharashtra,Chatrapati Sambhaji Nagar,2025-01,52.88648287729517
Maharashtra,Chatrapati Sambhaji Nagar,2025-02,19.441029964296877
Maharashtra,Chatrapati Sambhaji Nagar,2025-03,31.313539583895437
Maharashtra,Chatrapati Sambhaji Nagar,2025-04,11.233484962440867
Maharashtra,Chatrapati Sambhaji Nagar,2025-05,5.3693580400682315
Maharashtra,Chatrapati Sambhaji Nagar,2025-08,28.601718408971315
Maharashtra,Chatrapati Sambhaji Nagar,2025-09,30.732578442083298
Maharashtra,Chatrapati Sambhaji Nagar,2025-10,30.49329325988813
Maharashtra,Chatrapati Sambhaji Nagar,2025-11,24.380528649078727
Maharashtra,Chatrapati Sambhaji Nagar,2025-12,19.887579875866003
Maharashtra,Chatrapati Sambhaji Nagar,NaT,9.624374715729521
Maharashtra,Chhatrapati Sambhajinagar,2025-01,57.03582086552656
Maharashtra,Chhatrapati Sambhajinagar,2025-02,21.20252519345232
Maharashtra,Chhatrapati Sambhajinagar,2025-03,13.701572984244645
Maharashtra,Chhatrapati Sambhajinagar,2025-04,10.158340419487581
Maharashtra,Chhatrapati Sambhajinagar,2025-05,6.2662690818736
Maharashtra,Chhatrapati Sambhajinagar,2025-06,14.196438015849182
Maharashtra,Chhatrapati Sambhajinagar,2025-07,4.5651661512559585
Maharashtra,Chhatrapati Sambhajinagar,2025-08,10.011702454739034
Maharashtra,Chhatrapati Sambhajinagar,2025-09,14.458674181165412
Maharashtra,Chhatrapati Sambhajinagar,2025-10,13.331989555614708
Maharashtra,Chhatrapati Sambhajinagar,2025-11,13.054685811482534
Maharashtra,Chhatrapati Sambhajinagar,2025-12,8.050472072837437
Maharashtra,Chhatrapati Sambhajinagar,NaT,16.02557254668954
Maharashtra,Dharashiv,2025-01,42.812245050447544
Maharashtra,Dharashiv,2025-02,14.903180022920003
Maharashtra,Dharashiv,2025-04,10.752893719693065
Maharashtra,Dharashiv,2025-08,7.918885821231264
Maharashtra,Dharashiv,2025-09,11.133539386388826
Maharashtra,Dharashiv,2025-10,8.853345546160924
Maharashtra,Dharashiv,2025-11,18.227071571094204
Maharashtra,Dharashiv,2025-12,7.987134913392323
Maharashtra,Dharashiv,NaT,21.443489787069375
Maharashtra,Dhule,2025-01,69.52193195733354
Maharashtra,Dhule,2025-02,38.684656725373536
Maharashtra,Dhule,2025-03,30.51300702433857
Maharashtra,Dhule,2025-04,25.524962454032316
Maharashtra,Dhule,2025-05,7.733420459874552
Maharashtra,Dhule,2025-06,11.470071355636193
Maharashtra,Dhule,2025-07,5.014896700224359
Maharashtra,Dhule,2025-08,25.324839892532715
Maharashtra,Dhule,2025-09,26.694239446048307
Maharashtra,Dhule,2025-10,20.451163583046444
Maharashtra,Dhule,2025-11,20.848846909505795
Maharashtra,Dhule,2025-12,23.445288604184945
Maharashtra,Dhule,NaT,24.267926094276955
Maharashtra,Gadchiroli,2025-01,69.03422314889589
Maharashtra,Gadchiroli,2025-02,36.39181831686249
Maharashtra,Gadchiroli,2025-03,27.686473105293114
Maharashtra,Gadchiroli,2025-04,20.631480079888572
Maharashtra,Gadchiroli,2025-05,6.479195927593082
Maharashtra,Gadchiroli,2025-06,19.022699245858004
Maharashtra,Gadchiroli,2025-08,24.692180589971088
Maharashtra,Gadchiroli,2025-09,27.631595042069254
Maharashtra,Gadchiroli,2025-10,23.65204778313216
Maharashtra,Gadchiroli,2025-11,24.28884945373421
Maharashtra,Gadchiroli,2025-12,23.449615923130462
Maharashtra,Gadchiroli,NaT,19.406863326378122
Maharashtra,Gondia,2025-01,16.599365865524625
Maharashtra,Gondia,2025-08,26.202389447140682
Maharashtra,Gondia,2025-10,10.10795606489533
Maharashtra,Gondia,2025-12,25.14319150379399
Maharashtra,Gondia,NaT,21.410824065592884
Maharashtra,Gondiya,2025-01,65.65247488234661
Maharashtra,Gondiya,2025-02,34.22521361360581
Maharashtra,Gondiya,2025-03,21.73195576514976
Maharashtra,Gondiya,2025-04,16.634139616886422
Maharashtra,Gondiya,2025-05,23.81847589166093
Maharashtra,Gondiya,2025-06,15.767813215260093
Maharashtra,Gondiya,2025-08,20.88379628325365
Maharashtra,Gondiya,2025-09,27.03234200174303
Maharashtra,Gondiya,2025-10,20.47282397615331
Maharashtra,Gondiya,2025-11,22.1676501318232
Maharashtra,Gondiya,2025-12,25.6289227842735
Maharashtra,Gondiya,NaT,19.627099512461886
Maharashtra,Gondiya *,2025-01,15.4420230585144
Maharashtra,Gondiya *,2025-02,14.359558281653792
Maharashtra,Gondiya *,2025-03,12.22489554305967
Maharashtra,Gondiya *,2025-04,12.706755497071596
Maharashtra,Gondiya *,2025-08,25.31292099002551
Maharashtra,Gondiya *,2025-10,18.650446889568293
Maharashtra,Gondiya *,NaT,25.892887727146878
Maharashtra,Hingoli,2025-01,67.52251094900883
Maharashtra,Hingoli,2025-02,38.152609846049884
Maharashtra,Hingoli,2025-03,22.01890689930602
Maharashtra,Hingoli,2025-04,15.774696546044709
Maharashtra,Hingoli,2025-05,7.499323891912449
Maharashtra,Hingoli,2025-06,22.966604566788675
Maharashtra,Hingoli,2025-07,5.988429653881901
Maharashtra,Hingoli,2025-08,19.970434378642857
Maharashtra,Hingoli,2025-09,24.628205837149316
Maharashtra,Hingoli,2025-10,16.008882033044088
Maharashtra,Hingoli,2025-11,15.060023609308761
Maharashtra,Hingoli,2025-12,25.748282326809196
Maharashtra,Hingoli,NaT,23.554152793840107
Maharashtra,Hingoli *,NaT,5.481666160603195
Maharashtra,Jalgaon,2025-01,69.13574076802293
Maharashtra,Jalgaon,2025-02,38.07164791689823
Maharashtra,Jalgaon,2025-03,28.678085011594796
Maharashtra,Jalgaon,2025-04,17.494726070107976
Maharashtra,Jalgaon,2025-05,6.541531380596066
Maharashtra,Jalgaon,2025-06,15.065743210100282
Maharashtra,Jalgaon,2025-07,5.330244274418127
Maharashtra,Jalgaon,2025-08,24.34197349438514
Maharashtra,Jalgaon,2025-09,27.816402214223814
Maharashtra,Jalgaon,2025-10,21.586876610566744
Maharashtra,Jalgaon,2025-11,23.36584601208601
Maharashtra,Jalgaon,2025-12,26.702898053723718
Maharashtra,Jalgaon,NaT,23.113829633207036
Maharashtra,Jalna,2025-01,69.50482860463313
Maharashtra,Jalna,2025-02,36.32639725842674
Maharashtra,Jalna,2025-03,29.288271599431766
Maharashtra,Jalna,2025-04,21.527571279483755
Maharashtra,Jalna,2025-05,10.678547310136551
Maharashtra,Jalna,2025-06,19.16707023498395
Maharashtra,Jalna,2025-07,9.175938034468038
Maharashtra,Jalna,2025-08,25.722188773774153
Maharashtra,Jalna,2025-09,28.409423590662456
Maharashtra,Jalna,2025-10,25.105807941117472
Maharashtra,Jalna,2025-11,20.879747516969296
Maharashtra,Jalna,2025-12,23.945594805633426
Maharashtra,Jalna,NaT,22.19549594513586
Maharashtra,Kolhapur,2025-01,69.35866138994038
Maharashtra,Kolhapur,2025-02,30.996010621619398
Maharashtra,Kolhapur,2025-03,23.48561023448833
Maharashtra,Kolhapur,2025-04,19.229387124604145
Maharashtra,Kolhapur,2025-05,10.270187467616646
Maharashtra,Kolhapur,2025-06,12.83585737621255
Maharashtra,Kolhapur,2025-07,9.835012845831786
Maharashtra,Kolhapur,2025-08,24.14790500123977
Maharashtra,Kolhapur,2025-09,27.04804595246486
Maharashtra,Kolhapur,2025-10,21.081838476061822
Maharashtra,Kolhapur,2025-11,22.119688069639217
Maharashtra,Kolhapur,2025-12,25.617044287399104
Maharashtra,Kolhapur,NaT,23.905702899989954
Maharashtra,Latur,2025-01,69.69416541473251
Maharashtra,Latur,2025-02,36.588048076928295
Maharashtra,Latur,2025-03,28.209179116260845
Maharashtra,Latur,2025-04,16.991545370666728
Maharashtra,Latur,2025-05,8.12034086872399
Maharashtra,Latur,2025-06,19.32376917808839
Maharashtra,Latur,2025-07,8.834098533170422
Maharashtra,Latur,2025-08,24.141757786226428
Maharashtra,Latur,2025-09,26.272092358227397
Maharashtra,Latur,2025-10,20.323615962689033
Maharashtra,Latur,2025-11,22.211644608103793
Maharashtra,Latur,2025-12,23.46691108023499
Maharashtra,Latur,NaT,18.060270825280522
Maharashtra,Mumbai,2025-01,70.2433975109807
Maharashtra,Mumbai,2025-02,35.47003423767856
Maharashtra,Mumbai,2025-03,25.33753237842506
Maharashtra,Mumbai,2025-04,18.979073696047912
Maharashtra,Mumbai,2025-05,19.533316154191294
Maharashtra,Mumbai,2025-06,18.05423113186833
Maharashtra,Mumbai,2025-07,12.624811018840095
Maharashtra,Mumbai,2025-08,15.78614636279401
Maharashtra,Mumbai,2025-09,23.869341081783787
Maharashtra,Mumbai,2025-10,22.434921914520817
Maharashtra,Mumbai,2025-11,21.76421405576119
Maharashtra,Mumbai,2025-12,23.791494334222172
Maharashtra,Mumbai,NaT,21.90376607063611
Maharashtra,Mumbai City,2025-01,64.65180826571375
Maharashtra,Mumbai City,2025-02,28.31443865748472
Maharashtra,Mumbai City,2025-03,17.38415630937692
Maharashtra,Mumbai City,2025-04,17.306149075540137
Maharashtra,Mumbai City,2025-05,7.862433043855994
Maharashtra,Mumbai City,2025-06,11.51355305549369
Maharashtra,Mumbai City,2025-07,5.672370136690392
Maharashtra,Mumbai City,2025-08,7.029064446981734
Maharashtra,Mumbai City,2025-09,19.85428603223897
Maharashtra,Mumbai City,2025-10,16.010343888620827
Maharashtra,Mumbai City,2025-11,13.96184177733793
Maharashtra,Mumbai City,2025-12,19.37114329595472
Maharashtra,Mumbai City,NaT,18.4620552113239
Maharashtra,Mumbai Suburban,2025-01,62.38755205889613
Maharashtra,Mumbai Suburban,2025-02,30.198625661816465
Maharashtra,Mumbai Suburban,2025-03,19.82914271312525
Maharashtra,Mumbai Suburban,2025-04,14.085484923549007
Maharashtra,Mumbai Suburban,2025-05,11.27009044999356
Maharashtra,Mumbai Suburban,2025-06,12.98184770652696
Maharashtra,Mumbai Suburban,2025-07,9.683057131813129
Maharashtra,Mumbai Suburban,2025-08,9.682693328305728
Maharashtra,Mumbai Suburban,2025-09,19.20287654335354
Maharashtra,Mumbai Suburban,2025-10,17.74726423439177
Maharashtra,Mumbai Suburban,2025-11,18.657112899073486
Maharashtra,Mumbai Suburban,2025-12,18.339268715077793
Maharashtra,Mumbai Suburban,NaT,19.092681248435692
Maharashtra,Mumbai( Sub Urban ),2025-01,41.57055310440235
Maharashtra,Mumbai( Sub Urban ),2025-02,24.996846737092664
Maharashtra,Mumbai( Sub Urban ),2025-03,18.255342668655132
Maharashtra,Mumbai( Sub Urban ),2025-04,20.344180682761966
Maharashtra,Mumbai( Sub Urban ),2025-05,15.947217764744316
Maharashtra,Mumbai( Sub Urban ),2025-06,14.893625289387076
