state,district,period,biometric_update_count
Meghalaya,South West Garo Hills,2025-03,27
Meghalaya,South West Garo Hills,2025-04,23
Meghalaya,South West Garo Hills,2025-05,26
Meghalaya,South West Garo Hills,2025-06,2
Meghalaya,South West Garo Hills,2025-08,20
Meghalaya,South West Garo Hills,2025-09,24
Meghalaya,South West Garo Hills,2025-10,29
Meghalaya,South West Garo Hills,2025-11,15
Meghalaya,South West Garo Hills,2025-12,24
Meghalaya,South West Garo Hills,NaT,93
Meghalaya,South West Khasi Hills,2025-01,2043
Meghalaya,South West Khasi Hills,2025-02,10
Meghalaya,South West Khasi Hills,2025-03,7
Meghalaya,South West Khasi Hills,2025-04,40
Meghalaya,South West Khasi Hills,2025-05,9
Meghalaya,South West Khasi Hills,2025-06,2
Meghalaya,South West Khasi Hills,2025-08,16
Meghalaya,South West Khasi Hills,2025-09,21
Meghalaya,South West Khasi Hills,2025-10,12
Meghalaya,South West Khasi Hills,2025-11,19
Meghalaya,South West Khasi Hills,2025-12,29
Meghalaya,South West Khasi Hills,NaT,73
Meghalaya,West Garo Hills,2025-01,26966
Meghalaya,West Garo Hills,2025-02,169
Meghalaya,West Garo Hills,2025-03,109
Meghalaya,West Garo Hills,2025-04,123
Meghalaya,West Garo Hills,2025-05,100
Meghalaya,West Garo Hills,2025-06,56
Meghalaya,West Garo Hills,2025-08,115
Meghalaya,West Garo Hills,2025-09,153
Meghalaya,West Garo Hills,2025-10,160
Meghalaya,West Garo Hills,2025-11,113
Meghalaya,West Garo Hills,2025-12,181
Meghalaya,West Garo Hills,NaT,794
Meghalaya,West Jaintia Hills,2025-01,3743
Meghalaya,West Jaintia Hills,2025-02,31
Meghalaya,West Jaintia Hills,2025-03,30
Meghalaya,West Jaintia Hills,2025-04,19
Meghalaya,West Jaintia Hills,2025-05,34
Meghalaya,West Jaintia Hills,2025-06,1
Meghalaya,West Jaintia Hills,2025-08,40
Meghalaya,West Jaintia Hills,2025-09,29
Meghalaya,West Jaintia Hills,2025-10,27
Meghalaya,West Jaintia Hills,2025-11,24
Meghalaya,West Jaintia Hills,2025-12,32
Meghalaya,West Jaintia Hills,NaT,117
Meghalaya,West Khasi Hills,2025-01,4142
Meghalaya,West Khasi Hills,2025-02,28
Meghalaya,West Khasi Hills,2025-03,29
Meghalaya,West Khasi Hills,2025-04,24
Meghalaya,West Khasi Hills,2025-05,57
Meghalaya,West Khasi Hills,2025-06,2
Meghalaya,West Khasi Hills,2025-07,2
Meghalaya,West Khasi Hills,2025-08,73
Meghalaya,West Khasi Hills,2025-09,39
Meghalaya,West Khasi Hills,2025-10,42
Meghalaya,West Khasi Hills,2025-11,29
Meghalaya,West Khasi Hills,2025-12,49
Meghalaya,West Khasi Hills,NaT,131
Mizoram,Aizawl,2025-01,28572
Mizoram,Aizawl,2025-02,343
Mizoram,Aizawl,2025-03,113
Mizoram,Aizawl,2025-04,139
Mizoram,Aizawl,2025-05,78
Mizoram,Aizawl,2025-06,59
Mizoram,Aizawl,2025-07,18
Mizoram,Aizawl,2025-08,105
Mizoram,Aizawl,2025-09,130
Mizoram,Aizawl,2025-10,110
Mizoram,Aizawl,2025-11,84
Mizoram,Aizawl,2025-12,36
Mizoram,Aizawl,NaT,1229
Mizoram,Champhai,2025-01,14066
Mizoram,Champhai,2025-02,61
Mizoram,Champhai,2025-03,54
Mizoram,Champhai,2025-04,31
Mizoram,Champhai,2025-05,31
Mizoram,Champhai,2025-06,26
Mizoram,Champhai,2025-08,70
Mizoram,Champhai,2025-09,25
Mizoram,Champhai,2025-10,22
Mizoram,Champhai,2025-11,15
Mizoram,Champhai,2025-12,28
Mizoram,Champhai,NaT,366
Mizoram,Hnahthial,2025-08,1
Mizoram,Hnahthial,NaT,2
Mizoram,Khawzawl,2025-04,1
Mizoram,Khawzawl,NaT,3
Mizoram,Kolasib,2025-01,9433
Mizoram,Kolasib,2025-02,19
Mizoram,Kolasib,2025-03,14
Mizoram,Kolasib,2025-04,9
Mizoram,Kolasib,2025-05,6
Mizoram,Kolasib,2025-06,4
Mizoram,Kolasib,2025-08,17
Mizoram,Kolasib,2025-09,38
Mizoram,Kolasib,2025-10,10
Mizoram,Kolasib,2025-11,7
Mizoram,Kolasib,2025-12,10
Mizoram,Kolasib,NaT,70
Mizoram,Lawngtlai,2025-01,10117
Mizoram,Lawngtlai,2025-02,48
Mizoram,Lawngtlai,2025-03,25
Mizoram,Lawngtlai,2025-04,13
Mizoram,Lawngtlai,2025-05,10
Mizoram,Lawngtlai,2025-06,43
Mizoram,Lawngtlai,2025-08,56
Mizoram,Lawngtlai,2025-09,46
Mizoram,Lawngtlai,2025-10,72
Mizoram,Lawngtlai,2025-11,51
Mizoram,Lawngtlai,2025-12,68
Mizoram,Lawngtlai,NaT,581
Mizoram,Lunglei,2025-01,13706
Mizoram,Lunglei,2025-02,28
Mizoram,Lunglei,2025-03,28
Mizoram,Lunglei,2025-04,30
Mizoram,Lunglei,2025-05,2
Mizoram,Lunglei,2025-06,6
Mizoram,Lunglei,2025-08,26
Mizoram,Lunglei,2025-09,18
Mizoram,Lunglei,2025-10,23
Mizoram,Lunglei,2025-11,18
Mizoram,Lunglei,2025-12,21
Mizoram,Lunglei,NaT,170
Mizoram,Mamit,2025-01,9441
Mizoram,Mamit,2025-02,9
Mizoram,Mamit,2025-03,15
Mizoram,Mamit,2025-04,8
Mizoram,Mamit,2025-06,3
Mizoram,Mamit,2025-08,19
Mizoram,Mamit,2025-09,7
Mizoram,Mamit,2025-10,3
Mizoram,Mamit,2025-11,10
Mizoram,Mamit,2025-12,9
Mizoram,Mamit,NaT,228
Mizoram,Mammit,2025-01,2457
Mizoram,Mammit,2025-02,1
Mizoram,Mammit,2025-03,1
Mizoram,Mammit,2025-07,1
Mizoram,Mammit,2025-08,6
Mizoram,Mammit,2025-09,1
Mizoram,Mammit,2025-10,5
Mizoram,Mammit,2025-11,2
Mizoram,Mammit,2025-12,6
Mizoram,Mammit,NaT,45
Mizoram,Saiha,2025-01,4841
Mizoram,Saiha,2025-02,13
Mizoram,Saiha,2025-03,20
Mizoram,Saiha,2025-04,11
Mizoram,Saiha,2025-05,10
Mizoram,Saiha,2025-06,5
Mizoram,Saiha,2025-08,9
Mizoram,Saiha,2025-09,13
Mizoram,Saiha,2025-10,7
Mizoram,Saiha,2025-11,9
Mizoram,Saiha,2025-12,9
Mizoram,Saiha,NaT,115
Mizoram,Saitual,2025-01,52
Mizoram,Saitual,2025-02,1
Mizoram,Saitual,2025-08,1
Mizoram,Saitual,2025-09,1
Mizoram,Saitual,NaT,2
Mizoram,Serchhip,2025-01,6386
Mizoram,Serchhip,2025-02,132
Mizoram,Serchhip,2025-03,44
Mizoram,Serchhip,2025-04,199
Mizoram,Serchhip,2025-05,23
Mizoram,Serchhip,2025-06,11
Mizoram,Serchhip,2025-08,23
Mizoram,Serchhip,2025-09,15
Mizoram,Serchhip,2025-10,9
Mizoram,Serchhip,2025-11,22
Mizoram,Serchhip,2025-12,13
Mizoram,Serchhip,NaT,101
Nagaland,Chumukedima,2025-01,474
Nagaland,Chumukedima,2025-04,2
Nagaland,Chumukedima,2025-05,4
Nagaland,Chumukedima,2025-06,2
Nagaland,Chumukedima,2025-08,2
Nagaland,Chumukedima,2025-10,4
Nagaland,Chumukedima,2025-11,1
Nagaland,Chumukedima,2025-12,3
Nagaland,Chumukedima,NaT,12
Nagaland,Dimapur,2025-01,14644
Nagaland,Dimapur,2025-02,95
Nagaland,Dimapur,2025-03,107
Nagaland,Dimapur,2025-04,98
Nagaland,Dimapur,2025-05,64
Nagaland,Dimapur,2025-06,98
Nagaland,Dimapur,2025-07,3
Nagaland,Dimapur,2025-08,90
Nagaland,Dimapur,2025-09,85
Nagaland,Dimapur,2025-10,86
Nagaland,Dimapur,2025-11,96
Nagaland,Dimapur,2025-12,99
Nagaland,Dimapur,NaT,756
Nagaland,Kiphire,2025-01,2901
Nagaland,Kiphire,2025-02,6
Nagaland,Kiphire,2025-03,9
Nagaland,Kiphire,2025-04,13
Nagaland,Kiphire,2025-05,12
Nagaland,Kiphire,2025-06,5
Nagaland,Kiphire,2025-08,26
Nagaland,Kiphire,2025-09,18
Nagaland,Kiphire,2025-10,30
Nagaland,Kiphire,2025-11,26
Nagaland,Kiphire,2025-12,19
Nagaland,Kiphire,NaT,211
Nagaland,Kohima,2025-01,9280
Nagaland,Kohima,2025-02,114
Nagaland,Kohima,2025-03,91
Nagaland,Kohima,2025-04,75
Nagaland,Kohima,2025-05,66
Nagaland,Kohima,2025-06,51
Nagaland,Kohima,2025-07,2
Nagaland,Kohima,2025-08,82
Nagaland,Kohima,2025-09,86
Nagaland,Kohima,2025-10,98
Nagaland,Kohima,2025-11,165
Nagaland,Kohima,2025-12,134
Nagaland,Kohima,NaT,415
Nagaland,Longleng,2025-01,2083
Nagaland,Longleng,2025-02,8
Nagaland,Longleng,2025-03,2
Nagaland,Longleng,2025-04,8
Nagaland,Longleng,2025-05,3
Nagaland,Longleng,2025-06,6
Nagaland,Longleng,2025-08,8
Nagaland,Longleng,2025-09,9
Nagaland,Longleng,2025-10,8
Nagaland,Longleng,2025-11,5
Nagaland,Longleng,2025-12,9
Nagaland,Longleng,NaT,67
Nagaland,Meluri,2025-01,10
Nagaland,Meluri,2025-02,3
Nagaland,Meluri,2025-03,4
Nagaland,Meluri,2025-04,14
Nagaland,Meluri,2025-08,8
Nagaland,Meluri,2025-09,14
Nagaland,Meluri,2025-10,8
Nagaland,Meluri,2025-11,8
Nagaland,Meluri,2025-12,10
Nagaland,Meluri,NaT,32
Nagaland,Mokokchung,2025-01,5271
Nagaland,Mokokchung,2025-02,69
Nagaland,Mokokchung,2025-03,44
Nagaland,Mokokchung,2025-04,39
Nagaland,Mokokchung,2025-05,7
Nagaland,Mokokchung,2025-06,29
Nagaland,Mokokchung,2025-08,31
Nagaland,Mokokchung,2025-09,66
Nagaland,Mokokchung,2025-10,36
Nagaland,Mokokchung,2025-11,34
Nagaland,Mokokchung,2025-12,61
Nagaland,Mokokchung,NaT,515
Nagaland,Mon,2025-01,8688
Nagaland,Mon,2025-02,43
Nagaland,Mon,2025-03,37
Nagaland,Mon,2025-04,57
Nagaland,Mon,2025-05,25
Nagaland,Mon,2025-06,61
Nagaland,Mon,2025-07,8
Nagaland,Mon,2025-08,69
Nagaland,Mon,2025-09,72
Nagaland,Mon,2025-10,72
Nagaland,Mon,2025-11,87
Nagaland,Mon,2025-12,98
Nagaland,Mon,NaT,308
Nagaland,Niuland,2025-01,192
Nagaland,Niuland,2025-02,1
Nagaland,Niuland,2025-03,2
Nagaland,Niuland,2025-09,1
Nagaland,Niuland,NaT,16
Nagaland,Noklak,2025-01,496
Nagaland,Noklak,2025-02,5
Nagaland,Noklak,2025-03,4
Nagaland,Noklak,2025-04,7
Nagaland,Noklak,2025-08,8
Nagaland,Noklak,2025-09,4
Nagaland,Noklak,2025-10,2
Nagaland,Noklak,2025-11,3
Nagaland,Noklak,2025-12,1
Nagaland,Noklak,NaT,18
Nagaland,Peren,2025-01,3068
Nagaland,Peren,2025-02,46
Nagaland,Peren,2025-03,37
Nagaland,Peren,2025-04,45
Nagaland,Peren,2025-05,18
Nagaland,Peren,2025-06,14
Nagaland,Peren,2025-08,48
Nagaland,Peren,2025-09,12
Nagaland,Peren,2025-10,21
Nagaland,Peren,2025-11,30
Nagaland,Peren,2025-12,18
Nagaland,Peren,NaT,98
Nagaland,Phek,2025-01,6280
Nagaland,Phek,2025-02,70
Nagaland,Phek,2025-03,38
Nagaland,Phek,2025-04,47
Nagaland,Phek,2025-05,29
Nagaland,Phek,2025-06,66
Nagaland,Phek,2025-08,85
Nagaland,Phek,2025-09,55
Nagaland,Phek,2025-10,25
Nagaland,Phek,2025-11,58
Nagaland,Phek,2025-12,53
Nagaland,Phek,NaT,203
Nagaland,Shamator,2025-01,68
Nagaland,Shamator,2025-03,6
Nagaland,Shamator,2025-04,3
Nagaland,Shamator,2025-05,2
Nagaland,Shamator,2025-06,2
Nagaland,Shamator,2025-08,1
Nagaland,Shamator,2025-09,5
Nagaland,Shamator,2025-10,4
Nagaland,Shamator,2025-11,1
Nagaland,Shamator,2025-12,3
Nagaland,Shamator,NaT,15
Nagaland,Tseminyu,2025-01,133
Nagaland,Tseminyu,2025-05,2
Nagaland,Tseminyu,NaT,4
Nagaland,Tuensang,2025-01,6397
Nagaland,Tuensang,2025-02,29
Nagaland,Tuensang,2025-03,32
Nagaland,Tuensang,2025-04,29
Nagaland,Tuensang,2025-05,9
Nagaland,Tuensang,2025-06,15
Nagaland,Tuensang,2025-07,1
Nagaland,Tuensang,2025-08,66
Nagaland,Tuensang,2025-09,43
Nagaland,Tuensang,2025-10,35
Nagaland,Tuensang,2025-11,33
Nagaland,Tuensang,2025-12,52
Nagaland,Tuensang,NaT,217
Nagaland,Wokha,2025-01,5064
Nagaland,Wokha,2025-02,51
Nagaland,Wokha,2025-03,22
Nagaland,Wokha,2025-04,20
Nagaland,Wokha,2025-05,8
Nagaland,Wokha,2025-06,10
Nagaland,Wokha,2025-07,5
Nagaland,Wokha,2025-08,53
Nagaland,Wokha,2025-09,51
Nagaland,Wokha,2025-10,24
Nagaland,Wokha,2025-11,26
Nagaland,Wokha,2025-12,16
Nagaland,Wokha,NaT,130
Nagaland,Zunheboto,2025-01,5534
Nagaland,Zunheboto,2025-02,52
Nagaland,Zunheboto,2025-03,26
Nagaland,Zunheboto,2025-04,46
Nagaland,Zunheboto,2025-05,9
Nagaland,Zunheboto,2025-06,30
Nagaland,Zunheboto,2025-07,13
Nagaland,Zunheboto,2025-08,92
Nagaland,Zunheboto,2025-09,31
Nagaland,Zunheboto,2025-10,40
Nagaland,Zunheboto,2025-11,20
Nagaland,Zunheboto,2025-12,36
Nagaland,Zunheboto,NaT,221
Odisha,Angul,2025-01,38898
Odisha,Angul,2025-02,330
Odisha,Angul,2025-03,419
Odisha,Angul,2025-04,323
Odisha,Angul,2025-05,259
Odisha,Angul,2025-06,369
Odisha,Angul,2025-07,35
Odisha,Angul,2025-08,643
Odisha,Angul,2025-09,487
Odisha,Angul,2025-10,419
Odisha,Angul,2025-11,389
Odisha,Angul,2025-12,434
Odisha,Angul,NaT,2074
Odisha,Anugul,2025-01,690
Odisha,Anugul,2025-02,12
Odisha,Anugul,2025-03,34
Odisha,Anugul,2025-04,12
Odisha,Anugul,2025-05,14
Odisha,Anugul,2025-06,18
Odisha,Anugul,2025-08,30
Odisha,Anugul,2025-09,24
Odisha,Anugul,2025-10,25
Odisha,Anugul,2025-11,18
Odisha,Anugul,2025-12,28
Odisha,Anugul,NaT,106
Odisha,Balangir,2025-01,57316
Odisha,Balangir,2025-02,674
Odisha,Balangir,2025-03,490
Odisha,Balangir,2025-04,533
Odisha,Balangir,2025-05,332
Odisha,Balangir,2025-06,413
Odisha,Balangir,2025-07,5
Odisha,Balangir,2025-08,693
Odisha,Balangir,2025-09,474
Odisha,Balangir,2025-10,407
Odisha,Balangir,2025-11,451
Odisha,Balangir,2025-12,379
Odisha,Balangir,NaT,2060
Odisha,Baleshwar,2025-01,11641
Odisha,Baleshwar,2025-02,165
Odisha,Baleshwar,2025-03,122
Odisha,Baleshwar,2025-04,170
Odisha,Baleshwar,2025-05,94
Odisha,Baleshwar,2025-06,136
Odisha,Baleshwar,2025-07,13
Odisha,Baleshwar,2025-08,165
Odisha,Baleshwar,2025-09,166
Odisha,Baleshwar,2025-10,114
Odisha,Baleshwar,2025-11,154
Odisha,Baleshwar,2025-12,129
Odisha,Baleshwar,NaT,773
Odisha,Baleswar,2025-01,60846
Odisha,Baleswar,2025-02,658
Odisha,Baleswar,2025-03,428
Odisha,Baleswar,2025-04,560
Odisha,Baleswar,2025-05,277
Odisha,Baleswar,2025-06,534
Odisha,Baleswar,2025-07,32
Odisha,Baleswar,2025-08,721
Odisha,Baleswar,2025-09,608
Odisha,Baleswar,2025-10,516
Odisha,Baleswar,2025-11,579
Odisha,Baleswar,2025-12,522
Odisha,Baleswar,NaT,2865
Odisha,Bargarh,2025-01,47927
Odisha,Bargarh,2025-02,523
Odisha,Bargarh,2025-03,455
Odisha,Bargarh,2025-04,331
Odisha,Bargarh,2025-05,87
Odisha,Bargarh,2025-06,505
Odisha,Bargarh,2025-07,10
Odisha,Bargarh,2025-08,734
Odisha,Bargarh,2025-09,531
Odisha,Bargarh,2025-10,442
Odisha,Bargarh,2025-11,457
Odisha,Bargarh,2025-12,492
Odisha,Bargarh,NaT,2118
Odisha,Baudh,2025-01,3002
Odisha,Baudh,2025-02,33
Odisha,Baudh,2025-03,23
Odisha,Baudh,2025-04,52
Odisha,Baudh,2025-05,7
Odisha,Baudh,2025-06,23
Odisha,Baudh,2025-08,40
Odisha,Baudh,2025-09,40
Odisha,Baudh,2025-10,39
Odisha,Baudh,2025-11,16
Odisha,Baudh,2025-12,16
Odisha,Baudh,NaT,135
Odisha,Bhadrak,2025-01,58673
Odisha,Bhadrak,2025-02,806
Odisha,Bhadrak,2025-03,403
Odisha,Bhadrak,2025-04,707
Odisha,Bhadrak,2025-05,277
Odisha,Bhadrak,2025-06,625
Odisha,Bhadrak,2025-07,3
Odisha,Bhadrak,2025-08,706
Odisha,Bhadrak,2025-09,753
Odisha,Bhadrak,2025-10,610
Odisha,Bhadrak,2025-11,615
Odisha,Bhadrak,2025-12,560
Odisha,Bhadrak,NaT,2630
Odisha,Boudh,2025-01,13810
Odisha,Boudh,2025-02,173
Odisha,Boudh,2025-03,121
Odisha,Boudh,2025-04,196
Odisha,Boudh,2025-05,58
Odisha,Boudh,2025-06,173
Odisha,Boudh,2025-07,2
Odisha,Boudh,2025-08,224
Odisha,Boudh,2025-09,157
Odisha,Boudh,2025-10,163
Odisha,Boudh,2025-11,126
Odisha,Boudh,2025-12,154
Odisha,Boudh,NaT,798
Odisha,Cuttack,2025-01,88418
Odisha,Cuttack,2025-02,860
Odisha,Cuttack,2025-03,559
Odisha,Cuttack,2025-04,758
Odisha,Cuttack,2025-05,322
Odisha,Cuttack,2025-06,736
Odisha,Cuttack,2025-07,34
Odisha,Cuttack,2025-08,753
Odisha,Cuttack,2025-09,752
Odisha,Cuttack,2025-10,619
Odisha,Cuttack,2025-11,678
Odisha,Cuttack,2025-12,680
Odisha,Cuttack,NaT,3461
Odisha,Debagarh,2025-01,9813
Odisha,Debagarh,2025-02,41
Odisha,Debagarh,2025-03,66
Odisha,Debagarh,2025-04,49
Odisha,Debagarh,2025-05,55
Odisha,Debagarh,2025-06,95
Odisha,Debagarh,2025-07,2
Odisha,Debagarh,2025-08,151
Odisha,Debagarh,2025-09,123
Odisha,Debagarh,2025-10,82
Odisha,Debagarh,2025-11,85
Odisha,Debagarh,2025-12,99
Odisha,Debagarh,NaT,384
Odisha,Dhenkanal,2025-01,49367
Odisha,Dhenkanal,2025-02,290
Odisha,Dhenkanal,2025-03,289
Odisha,Dhenkanal,2025-04,313
Odisha,Dhenkanal,2025-05,96
Odisha,Dhenkanal,2025-06,402
Odisha,Dhenkanal,2025-07,7
Odisha,Dhenkanal,2025-08,478
Odisha,Dhenkanal,2025-09,395
Odisha,Dhenkanal,2025-10,374
Odisha,Dhenkanal,2025-11,472
Odisha,Dhenkanal,2025-12,398
Odisha,Dhenkanal,NaT,2190
Odisha,Gajapati,2025-01,37623
Odisha,Gajapati,2025-02,302
Odisha,Gajapati,2025-03,265
Odisha,Gajapati,2025-04,261
Odisha,Gajapati,2025-05,156
Odisha,Gajapati,2025-06,233
Odisha,Gajapati,2025-08,290
Odisha,Gajapati,2025-09,270
Odisha,Gajapati,2025-10,269
Odisha,Gajapati,2025-11,348
Odisha,Gajapati,2025-12,367
Odisha,Gajapati,NaT,1510
Odisha,Ganjam,2025-01,114894
Odisha,Ganjam,2025-02,1146
Odisha,Ganjam,2025-03,739
Odisha,Ganjam,2025-04,956
Odisha,Ganjam,2025-05,417
Odisha,Ganjam,2025-06,733
Odisha,Ganjam,2025-07,39
Odisha,Ganjam,2025-08,867
Odisha,Ganjam,2025-09,807
Odisha,Ganjam,2025-10,648
Odisha,Ganjam,2025-11,735
Odisha,Ganjam,2025-12,578
Odisha,Ganjam,NaT,3730
Odisha,Jagatsinghapur,2025-01,26684
Odisha,Jagatsinghapur,2025-02,218
Odisha,Jagatsinghapur,2025-03,205
Odisha,Jagatsinghapur,2025-04,241
Odisha,Jagatsinghapur,2025-05,109
Odisha,Jagatsinghapur,2025-06,248
Odisha,Jagatsinghapur,2025-07,4
Odisha,Jagatsinghapur,2025-08,259
Odisha,Jagatsinghapur,2025-09,272
Odisha,Jagatsinghapur,2025-10,229
Odisha,Jagatsinghapur,2025-11,233
Odisha,Jagatsinghapur,2025-12,263
Odisha,Jagatsinghapur,NaT,1303
Odisha,Jagatsinghpur,2025-01,5191
Odisha,Jagatsinghpur,2025-02,109
Odisha,Jagatsinghpur,2025-03,74
Odisha,Jagatsinghpur,2025-04,134
Odisha,Jagatsinghpur,2025-05,51
Odisha,Jagatsinghpur,2025-06,93
Odisha,Jagatsinghpur,2025-07,1
Odisha,Jagatsinghpur,2025-08,107
Odisha,Jagatsinghpur,2025-09,130
Odisha,Jagatsinghpur,2025-10,130
Odisha,Jagatsinghpur,2025-11,94
Odisha,Jagatsinghpur,2025-12,81
Odisha,Jagatsinghpur,NaT,535
Odisha,Jajapur,2025-01,38388
Odisha,Jajapur,2025-02,370
Odisha,Jajapur,2025-03,135
Odisha,Jajapur,2025-04,317
Odisha,Jajapur,2025-05,256
Odisha,Jajapur,2025-06,297
Odisha,Jajapur,2025-07,3
Odisha,Jajapur,2025-08,325
Odisha,Jajapur,2025-09,347
Odisha,Jajapur,2025-10,234
Odisha,Jajapur,2025-11,293
Odisha,Jajapur,2025-12,254
Odisha,Jajapur,NaT,1403
Odisha,Jajpur,2025-01,24859
Odisha,Jajpur,2025-02,296
Odisha,Jajpur,2025-03,120
Odisha,Jajpur,2025-04,272
Odisha,Jajpur,2025-05,240
Odisha,Jajpur,2025-06,249
Odisha,Jajpur,2025-07,6
Odisha,Jajpur,2025-08,289
Odisha,Jajpur,2025-09,249
Odisha,Jajpur,2025-10,180
Odisha,Jajpur,2025-11,267
Odisha,Jajpur,2025-12,207
Odisha,Jajpur,NaT,1000
Odisha,Jharsuguda,2025-01,14683
Odisha,Jharsuguda,2025-02,225
Odisha,Jharsuguda,2025-03,131
Odisha,Jharsuguda,2025-04,130
Odisha,Jharsuguda,2025-05,122
Odisha,Jharsuguda,2025-06,111
Odisha,Jharsuguda,2025-07,42
Odisha,Jharsuguda,2025-08,149
Odisha,Jharsuguda,2025-09,129
Odisha,Jharsuguda,2025-10,152
Odisha,Jharsuguda,2025-11,131
Odisha,Jharsuguda,2025-12,122
Odisha,Jharsuguda,NaT,642
Odisha,Kalahandi,2025-01,62762
Odisha,Kalahandi,2025-02,662
Odisha,Kalahandi,2025-03,541
Odisha,Kalahandi,2025-04,723
Odisha,Kalahandi,2025-05,409
Odisha,Kalahandi,2025-06,485
Odisha,Kalahandi,2025-07,3
Odisha,Kalahandi,2025-08,686
Odisha,Kalahandi,2025-09,566
Odisha,Kalahandi,2025-10,441
Odisha,Kalahandi,2025-11,473
Odisha,Kalahandi,2025-12,506
Odisha,Kalahandi,NaT,2732
Odisha,Kandhamal,2025-01,38489
Odisha,Kandhamal,2025-02,425
Odisha,Kandhamal,2025-03,376
Odisha,Kandhamal,2025-04,355
Odisha,Kandhamal,2025-05,48
Odisha,Kandhamal,2025-06,286
Odisha,Kandhamal,2025-07,8
Odisha,Kandhamal,2025-08,439
Odisha,Kandhamal,2025-09,366
Odisha,Kandhamal,2025-10,340
Odisha,Kandhamal,2025-11,265
Odisha,Kandhamal,2025-12,307
Odisha,Kandhamal,NaT,1624
Odisha,Kendrapara,2025-01,47436
Odisha,Kendrapara,2025-02,504
Odisha,Kendrapara,2025-03,303
Odisha,Kendrapara,2025-04,454
Odisha,Kendrapara,2025-05,323
Odisha,Kendrapara,2025-06,384
Odisha,Kendrapara,2025-07,4
Odisha,Kendrapara,2025-08,519
Odisha,Kendrapara,2025-09,507
Odisha,Kendrapara,2025-10,489
Odisha,Kendrapara,2025-11,391
Odisha,Kendrapara,2025-12,460
Odisha,Kendrapara,NaT,2135
Odisha,Kendujhar,2025-01,66844
Odisha,Kendujhar,2025-02,371
Odisha,Kendujhar,2025-03,372
Odisha,Kendujhar,2025-04,635
Odisha,Kendujhar,2025-05,241
Odisha,Kendujhar,2025-06,548
Odisha,Kendujhar,2025-07,31
Odisha,Kendujhar,2025-08,618
Odisha,Kendujhar,2025-09,636
Odisha,Kendujhar,2025-10,508
Odisha,Kendujhar,2025-11,539
Odisha,Kendujhar,2025-12,551
Odisha,Kendujhar,NaT,2377
Odisha,Khorda,2025-01,60649
Odisha,Khorda,2025-02,450
Odisha,Khorda,2025-03,311
Odisha,Khorda,2025-04,466
Odisha,Khorda,2025-05,252
Odisha,Khorda,2025-06,437
Odisha,Khorda,2025-07,35
Odisha,Khorda,2025-08,397
Odisha,Khorda,2025-09,508
Odisha,Khorda,2025-10,462
Odisha,Khorda,2025-11,451
Odisha,Khorda,2025-12,405
Odisha,Khorda,NaT,2409
Odisha,Khordha,2025-01,3659
Odisha,Khordha,2025-02,119
Odisha,Khordha,2025-03,49
Odisha,Khordha,2025-04,76
Odisha,Khordha,2025-05,51
Odisha,Khordha,2025-06,80
Odisha,Khordha,2025-07,7
Odisha,Khordha,2025-08,80
Odisha,Khordha,2025-09,109
Odisha,Khordha,2025-10,76
Odisha,Khordha,2025-11,98
Odisha,Khordha,2025-12,105
Odisha,Khordha,NaT,459
Odisha,Koraput,2025-01,70835
Odisha,Koraput,2025-02,907
Odisha,Koraput,2025-03,621
Odisha,Koraput,2025-04,675
Odisha,Koraput,2025-05,320
Odisha,Koraput,2025-06,552
Odisha,Koraput,2025-07,7
Odisha,Koraput,2025-08,683
Odisha,Koraput,2025-09,715
Odisha,Koraput,2025-10,682
Odisha,Koraput,2025-11,530
Odisha,Koraput,2025-12,639
Odisha,Koraput,NaT,4024
Odisha,Malkangiri,2025-01,32499
Odisha,Malkangiri,2025-02,255
Odisha,Malkangiri,2025-03,187
Odisha,Malkangiri,2025-04,301
Odisha,Malkangiri,2025-05,134
Odisha,Malkangiri,2025-06,140
Odisha,Malkangiri,2025-07,19
Odisha,Malkangiri,2025-08,230
Odisha,Malkangiri,2025-09,179
Odisha,Malkangiri,2025-10,152
Odisha,Malkangiri,2025-11,160
Odisha,Malkangiri,2025-12,210
Odisha,Malkangiri,NaT,1310
Odisha,Mayurbhanj,2025-01,101534
Odisha,Mayurbhanj,2025-02,747
Odisha,Mayurbhanj,2025-03,521
Odisha,Mayurbhanj,2025-04,596
Odisha,Mayurbhanj,2025-05,279
Odisha,Mayurbhanj,2025-06,739
Odisha,Mayurbhanj,2025-07,28
Odisha,Mayurbhanj,2025-08,925
Odisha,Mayurbhanj,2025-09,804
Odisha,Mayurbhanj,2025-10,735
Odisha,Mayurbhanj,2025-11,739
Odisha,Mayurbhanj,2025-12,752
Odisha,Mayurbhanj,NaT,3364
Odisha,Nabarangapur,2025-01,63466
Odisha,Nabarangapur,2025-02,625
Odisha,Nabarangapur,2025-03,485
Odisha,Nabarangapur,2025-04,531
Odisha,Nabarangapur,2025-05,246
Odisha,Nabarangapur,2025-06,377
Odisha,Nabarangapur,2025-07,6
Odisha,Nabarangapur,2025-08,574
Odisha,Nabarangapur,2025-09,603
Odisha,Nabarangapur,2025-10,520
Odisha,Nabarangapur,2025-11,506
Odisha,Nabarangapur,2025-12,451
Odisha,Nabarangapur,NaT,2851
Odisha,Nayagarh,2025-01,39554
Odisha,Nayagarh,2025-02,742
Odisha,Nayagarh,2025-03,392
Odisha,Nayagarh,2025-04,560
