state,district,period,demographic_update_count
Madhya Pradesh,Datia,2025-11,263
Madhya Pradesh,Datia,2025-12,530
Madhya Pradesh,Datia,NaT,2404
Madhya Pradesh,Dewas,2025-01,9291
Madhya Pradesh,Dewas,2025-02,99
Madhya Pradesh,Dewas,2025-03,130
Madhya Pradesh,Dewas,2025-04,161
Madhya Pradesh,Dewas,2025-05,124
Madhya Pradesh,Dewas,2025-06,33
Madhya Pradesh,Dewas,2025-07,127
Madhya Pradesh,Dewas,2025-08,164
Madhya Pradesh,Dewas,2025-09,59
Madhya Pradesh,Dewas,2025-10,106
Madhya Pradesh,Dewas,2025-11,178
Madhya Pradesh,Dewas,2025-12,416
Madhya Pradesh,Dewas,NaT,1805
Madhya Pradesh,Dhar,2025-01,25314
Madhya Pradesh,Dhar,2025-02,233
Madhya Pradesh,Dhar,2025-03,620
Madhya Pradesh,Dhar,2025-04,516
Madhya Pradesh,Dhar,2025-05,283
Madhya Pradesh,Dhar,2025-06,294
Madhya Pradesh,Dhar,2025-07,72
Madhya Pradesh,Dhar,2025-08,952
Madhya Pradesh,Dhar,2025-09,409
Madhya Pradesh,Dhar,2025-10,353
Madhya Pradesh,Dhar,2025-11,345
Madhya Pradesh,Dhar,2025-12,509
Madhya Pradesh,Dhar,NaT,4974
Madhya Pradesh,Dindori,2025-01,8468
Madhya Pradesh,Dindori,2025-02,157
Madhya Pradesh,Dindori,2025-03,158
Madhya Pradesh,Dindori,2025-04,65
Madhya Pradesh,Dindori,2025-05,81
Madhya Pradesh,Dindori,2025-06,32
Madhya Pradesh,Dindori,2025-07,18
Madhya Pradesh,Dindori,2025-08,447
Madhya Pradesh,Dindori,2025-09,106
Madhya Pradesh,Dindori,2025-10,53
Madhya Pradesh,Dindori,2025-11,20
Madhya Pradesh,Dindori,2025-12,235
Madhya Pradesh,Dindori,NaT,1322
Madhya Pradesh,East Nimar,2025-01,1492
Madhya Pradesh,East Nimar,2025-02,20
Madhya Pradesh,East Nimar,2025-03,47
Madhya Pradesh,East Nimar,2025-04,14
Madhya Pradesh,East Nimar,2025-05,24
Madhya Pradesh,East Nimar,2025-06,70
Madhya Pradesh,East Nimar,2025-07,103
Madhya Pradesh,East Nimar,2025-08,165
Madhya Pradesh,East Nimar,2025-09,98
Madhya Pradesh,East Nimar,2025-10,63
Madhya Pradesh,East Nimar,2025-11,56
Madhya Pradesh,East Nimar,2025-12,95
Madhya Pradesh,East Nimar,NaT,854
Madhya Pradesh,Guna,2025-01,6008
Madhya Pradesh,Guna,2025-02,110
Madhya Pradesh,Guna,2025-03,171
Madhya Pradesh,Guna,2025-04,138
Madhya Pradesh,Guna,2025-05,277
Madhya Pradesh,Guna,2025-06,58
Madhya Pradesh,Guna,2025-07,321
Madhya Pradesh,Guna,2025-08,630
Madhya Pradesh,Guna,2025-09,273
Madhya Pradesh,Guna,2025-10,327
Madhya Pradesh,Guna,2025-11,160
Madhya Pradesh,Guna,2025-12,155
Madhya Pradesh,Guna,NaT,2492
Madhya Pradesh,Gwalior,2025-01,11350
Madhya Pradesh,Gwalior,2025-02,114
Madhya Pradesh,Gwalior,2025-03,268
Madhya Pradesh,Gwalior,2025-04,710
Madhya Pradesh,Gwalior,2025-05,194
Madhya Pradesh,Gwalior,2025-06,189
Madhya Pradesh,Gwalior,2025-07,417
Madhya Pradesh,Gwalior,2025-08,670
Madhya Pradesh,Gwalior,2025-09,133
Madhya Pradesh,Gwalior,2025-10,374
Madhya Pradesh,Gwalior,2025-11,534
Madhya Pradesh,Gwalior,2025-12,416
Madhya Pradesh,Gwalior,NaT,5189
Madhya Pradesh,Harda,2025-01,1861
Madhya Pradesh,Harda,2025-02,37
Madhya Pradesh,Harda,2025-03,130
Madhya Pradesh,Harda,2025-04,13
Madhya Pradesh,Harda,2025-05,47
Madhya Pradesh,Harda,2025-06,23
Madhya Pradesh,Harda,2025-07,76
Madhya Pradesh,Harda,2025-08,63
Madhya Pradesh,Harda,2025-10,69
Madhya Pradesh,Harda,2025-11,48
Madhya Pradesh,Harda,2025-12,103
Madhya Pradesh,Harda,NaT,363
Madhya Pradesh,Harda *,2025-01,251
Madhya Pradesh,Harda *,2025-02,4
Madhya Pradesh,Harda *,2025-03,36
Madhya Pradesh,Harda *,2025-04,27
Madhya Pradesh,Harda *,2025-05,4
Madhya Pradesh,Harda *,2025-06,6
Madhya Pradesh,Harda *,2025-07,16
Madhya Pradesh,Harda *,2025-08,43
Madhya Pradesh,Harda *,2025-09,6
Madhya Pradesh,Harda *,2025-10,17
Madhya Pradesh,Harda *,2025-11,6
Madhya Pradesh,Harda *,2025-12,38
Madhya Pradesh,Harda *,NaT,221
Madhya Pradesh,Hoshangabad,2025-01,1931
Madhya Pradesh,Hoshangabad,2025-02,94
Madhya Pradesh,Hoshangabad,2025-03,84
Madhya Pradesh,Hoshangabad,2025-04,151
Madhya Pradesh,Hoshangabad,2025-05,69
Madhya Pradesh,Hoshangabad,2025-06,38
Madhya Pradesh,Hoshangabad,2025-07,12
Madhya Pradesh,Hoshangabad,2025-08,121
Madhya Pradesh,Hoshangabad,2025-09,79
Madhya Pradesh,Hoshangabad,2025-10,71
Madhya Pradesh,Hoshangabad,2025-11,119
Madhya Pradesh,Hoshangabad,2025-12,111
Madhya Pradesh,Hoshangabad,NaT,1266
Madhya Pradesh,Indore,2025-01,44049
Madhya Pradesh,Indore,2025-02,623
Madhya Pradesh,Indore,2025-03,579
Madhya Pradesh,Indore,2025-04,811
Madhya Pradesh,Indore,2025-05,1100
Madhya Pradesh,Indore,2025-06,426
Madhya Pradesh,Indore,2025-07,598
Madhya Pradesh,Indore,2025-08,1126
Madhya Pradesh,Indore,2025-09,374
Madhya Pradesh,Indore,2025-10,661
Madhya Pradesh,Indore,2025-11,493
Madhya Pradesh,Indore,2025-12,1061
Madhya Pradesh,Indore,NaT,8142
Madhya Pradesh,Jabalpur,2025-01,18047
Madhya Pradesh,Jabalpur,2025-02,412
Madhya Pradesh,Jabalpur,2025-03,414
Madhya Pradesh,Jabalpur,2025-04,357
Madhya Pradesh,Jabalpur,2025-05,215
Madhya Pradesh,Jabalpur,2025-06,271
Madhya Pradesh,Jabalpur,2025-07,359
Madhya Pradesh,Jabalpur,2025-08,664
Madhya Pradesh,Jabalpur,2025-09,255
Madhya Pradesh,Jabalpur,2025-10,289
Madhya Pradesh,Jabalpur,2025-11,369
Madhya Pradesh,Jabalpur,2025-12,504
Madhya Pradesh,Jabalpur,NaT,4173
Madhya Pradesh,Jhabua,2025-01,2309
Madhya Pradesh,Jhabua,2025-02,213
Madhya Pradesh,Jhabua,2025-03,297
Madhya Pradesh,Jhabua,2025-04,212
Madhya Pradesh,Jhabua,2025-05,210
Madhya Pradesh,Jhabua,2025-06,439
Madhya Pradesh,Jhabua,2025-07,298
Madhya Pradesh,Jhabua,2025-08,451
Madhya Pradesh,Jhabua,2025-09,330
Madhya Pradesh,Jhabua,2025-10,151
Madhya Pradesh,Jhabua,2025-11,369
Madhya Pradesh,Jhabua,2025-12,305
Madhya Pradesh,Jhabua,NaT,3345
Madhya Pradesh,Katni,2025-01,12668
Madhya Pradesh,Katni,2025-02,228
Madhya Pradesh,Katni,2025-03,379
Madhya Pradesh,Katni,2025-04,229
Madhya Pradesh,Katni,2025-05,196
Madhya Pradesh,Katni,2025-06,112
Madhya Pradesh,Katni,2025-07,382
Madhya Pradesh,Katni,2025-08,511
Madhya Pradesh,Katni,2025-09,334
Madhya Pradesh,Katni,2025-10,401
Madhya Pradesh,Katni,2025-11,368
Madhya Pradesh,Katni,2025-12,282
Madhya Pradesh,Katni,NaT,4701
Madhya Pradesh,Khandwa,2025-01,3159
Madhya Pradesh,Khandwa,2025-02,59
Madhya Pradesh,Khandwa,2025-03,91
Madhya Pradesh,Khandwa,2025-04,54
Madhya Pradesh,Khandwa,2025-05,38
Madhya Pradesh,Khandwa,2025-06,38
Madhya Pradesh,Khandwa,2025-07,62
Madhya Pradesh,Khandwa,2025-08,107
Madhya Pradesh,Khandwa,2025-09,45
Madhya Pradesh,Khandwa,2025-10,92
Madhya Pradesh,Khandwa,2025-11,78
Madhya Pradesh,Khandwa,2025-12,121
Madhya Pradesh,Khandwa,NaT,1036
Madhya Pradesh,Khargone,2025-01,10216
Madhya Pradesh,Khargone,2025-02,189
Madhya Pradesh,Khargone,2025-03,290
Madhya Pradesh,Khargone,2025-04,309
Madhya Pradesh,Khargone,2025-05,273
Madhya Pradesh,Khargone,2025-06,161
Madhya Pradesh,Khargone,2025-07,204
Madhya Pradesh,Khargone,2025-08,406
Madhya Pradesh,Khargone,2025-09,51
Madhya Pradesh,Khargone,2025-10,287
Madhya Pradesh,Khargone,2025-11,255
Madhya Pradesh,Khargone,2025-12,330
Madhya Pradesh,Khargone,NaT,2585
Madhya Pradesh,Maihar,2025-01,436
Madhya Pradesh,Maihar,2025-02,6
Madhya Pradesh,Maihar,2025-04,23
Madhya Pradesh,Maihar,2025-05,26
Madhya Pradesh,Maihar,2025-06,73
Madhya Pradesh,Maihar,2025-07,12
Madhya Pradesh,Maihar,2025-08,42
Madhya Pradesh,Maihar,2025-09,30
Madhya Pradesh,Maihar,2025-10,34
Madhya Pradesh,Maihar,2025-11,32
Madhya Pradesh,Maihar,2025-12,37
Madhya Pradesh,Maihar,NaT,389
Madhya Pradesh,Mandla,2025-01,19122
Madhya Pradesh,Mandla,2025-02,158
Madhya Pradesh,Mandla,2025-03,207
Madhya Pradesh,Mandla,2025-04,298
Madhya Pradesh,Mandla,2025-05,221
Madhya Pradesh,Mandla,2025-06,155
Madhya Pradesh,Mandla,2025-07,129
Madhya Pradesh,Mandla,2025-08,441
Madhya Pradesh,Mandla,2025-09,179
Madhya Pradesh,Mandla,2025-10,156
Madhya Pradesh,Mandla,2025-11,224
Madhya Pradesh,Mandla,2025-12,297
Madhya Pradesh,Mandla,NaT,2073
Madhya Pradesh,Mandsaur,2025-01,14221
Madhya Pradesh,Mandsaur,2025-02,157
Madhya Pradesh,Mandsaur,2025-03,169
Madhya Pradesh,Mandsaur,2025-04,202
Madhya Pradesh,Mandsaur,2025-05,197
Madhya Pradesh,Mandsaur,2025-06,263
Madhya Pradesh,Mandsaur,2025-07,184
Madhya Pradesh,Mandsaur,2025-08,397
Madhya Pradesh,Mandsaur,2025-09,122
Madhya Pradesh,Mandsaur,2025-10,193
Madhya Pradesh,Mandsaur,2025-11,187
Madhya Pradesh,Mandsaur,2025-12,379
Madhya Pradesh,Mandsaur,NaT,2455
Madhya Pradesh,Mauganj,2025-01,614
Madhya Pradesh,Mauganj,2025-02,16
Madhya Pradesh,Mauganj,2025-03,61
Madhya Pradesh,Mauganj,2025-04,20
Madhya Pradesh,Mauganj,2025-05,13
Madhya Pradesh,Mauganj,2025-06,45
Madhya Pradesh,Mauganj,2025-07,41
Madhya Pradesh,Mauganj,2025-08,36
Madhya Pradesh,Mauganj,2025-09,36
Madhya Pradesh,Mauganj,2025-10,24
Madhya Pradesh,Mauganj,2025-11,58
Madhya Pradesh,Mauganj,2025-12,51
Madhya Pradesh,Mauganj,NaT,351
Madhya Pradesh,Morena,2025-01,23999
Madhya Pradesh,Morena,2025-02,328
Madhya Pradesh,Morena,2025-03,442
Madhya Pradesh,Morena,2025-04,402
Madhya Pradesh,Morena,2025-05,296
Madhya Pradesh,Morena,2025-06,407
Madhya Pradesh,Morena,2025-07,308
Madhya Pradesh,Morena,2025-08,471
Madhya Pradesh,Morena,2025-09,561
Madhya Pradesh,Morena,2025-10,473
Madhya Pradesh,Morena,2025-11,825
Madhya Pradesh,Morena,2025-12,893
Madhya Pradesh,Morena,NaT,5539
Madhya Pradesh,Narmadapuram,2025-01,608
Madhya Pradesh,Narmadapuram,2025-02,37
Madhya Pradesh,Narmadapuram,2025-03,20
Madhya Pradesh,Narmadapuram,2025-04,61
Madhya Pradesh,Narmadapuram,2025-05,10
Madhya Pradesh,Narmadapuram,2025-06,18
Madhya Pradesh,Narmadapuram,2025-07,11
Madhya Pradesh,Narmadapuram,2025-08,29
Madhya Pradesh,Narmadapuram,2025-09,14
Madhya Pradesh,Narmadapuram,2025-10,28
Madhya Pradesh,Narmadapuram,2025-11,72
Madhya Pradesh,Narmadapuram,2025-12,69
Madhya Pradesh,Narmadapuram,NaT,559
Madhya Pradesh,Narsimhapur,2025-01,243
Madhya Pradesh,Narsimhapur,2025-02,34
Madhya Pradesh,Narsimhapur,2025-03,54
Madhya Pradesh,Narsimhapur,2025-04,66
Madhya Pradesh,Narsimhapur,2025-05,12
Madhya Pradesh,Narsimhapur,2025-06,38
Madhya Pradesh,Narsimhapur,2025-07,9
Madhya Pradesh,Narsimhapur,2025-08,21
Madhya Pradesh,Narsimhapur,2025-09,25
Madhya Pradesh,Narsimhapur,2025-10,25
Madhya Pradesh,Narsimhapur,2025-11,37
Madhya Pradesh,Narsimhapur,2025-12,55
Madhya Pradesh,Narsimhapur,NaT,398
Madhya Pradesh,Narsinghpur,2025-01,3784
Madhya Pradesh,Narsinghpur,2025-02,109
Madhya Pradesh,Narsinghpur,2025-03,116
Madhya Pradesh,Narsinghpur,2025-04,150
Madhya Pradesh,Narsinghpur,2025-05,98
Madhya Pradesh,Narsinghpur,2025-06,101
Madhya Pradesh,Narsinghpur,2025-07,160
Madhya Pradesh,Narsinghpur,2025-08,276
Madhya Pradesh,Narsinghpur,2025-09,162
Madhya Pradesh,Narsinghpur,2025-10,179
Madhya Pradesh,Narsinghpur,2025-11,174
Madhya Pradesh,Narsinghpur,2025-12,113
Madhya Pradesh,Narsinghpur,NaT,1671
Madhya Pradesh,Neemuch,2025-01,8480
Madhya Pradesh,Neemuch,2025-02,169
Madhya Pradesh,Neemuch,2025-03,231
Madhya Pradesh,Neemuch,2025-04,170
Madhya Pradesh,Neemuch,2025-05,115
Madhya Pradesh,Neemuch,2025-06,114
Madhya Pradesh,Neemuch,2025-07,100
Madhya Pradesh,Neemuch,2025-08,165
Madhya Pradesh,Neemuch,2025-09,130
Madhya Pradesh,Neemuch,2025-10,270
Madhya Pradesh,Neemuch,2025-11,156
Madhya Pradesh,Neemuch,2025-12,168
Madhya Pradesh,Neemuch,NaT,2293
Madhya Pradesh,Niwari,2025-01,186
Madhya Pradesh,Niwari,2025-02,10
Madhya Pradesh,Niwari,2025-03,1
Madhya Pradesh,Niwari,2025-04,18
Madhya Pradesh,Niwari,2025-05,19
Madhya Pradesh,Niwari,2025-06,3
Madhya Pradesh,Niwari,2025-07,19
Madhya Pradesh,Niwari,2025-08,16
Madhya Pradesh,Niwari,2025-09,5
Madhya Pradesh,Niwari,2025-10,6
Madhya Pradesh,Niwari,2025-11,13
Madhya Pradesh,Niwari,2025-12,12
Madhya Pradesh,Niwari,NaT,160
Madhya Pradesh,Pandhurna,2025-01,1
Madhya Pradesh,Pandhurna,2025-02,10
Madhya Pradesh,Pandhurna,2025-03,10
Madhya Pradesh,Pandhurna,2025-04,19
Madhya Pradesh,Pandhurna,2025-05,4
Madhya Pradesh,Pandhurna,2025-06,10
Madhya Pradesh,Pandhurna,2025-07,16
Madhya Pradesh,Pandhurna,2025-08,11
Madhya Pradesh,Pandhurna,2025-09,3
Madhya Pradesh,Pandhurna,2025-10,5
Madhya Pradesh,Pandhurna,2025-11,18
Madhya Pradesh,Pandhurna,2025-12,25
Madhya Pradesh,Pandhurna,NaT,140
Madhya Pradesh,Panna,2025-01,6203
Madhya Pradesh,Panna,2025-02,190
Madhya Pradesh,Panna,2025-03,139
Madhya Pradesh,Panna,2025-04,218
Madhya Pradesh,Panna,2025-05,287
Madhya Pradesh,Panna,2025-06,73
Madhya Pradesh,Panna,2025-07,72
Madhya Pradesh,Panna,2025-08,367
Madhya Pradesh,Panna,2025-09,226
Madhya Pradesh,Panna,2025-10,134
Madhya Pradesh,Panna,2025-11,186
Madhya Pradesh,Panna,2025-12,395
Madhya Pradesh,Panna,NaT,2404
Madhya Pradesh,Raisen,2025-01,7121
Madhya Pradesh,Raisen,2025-02,192
Madhya Pradesh,Raisen,2025-03,216
Madhya Pradesh,Raisen,2025-04,424
Madhya Pradesh,Raisen,2025-05,143
Madhya Pradesh,Raisen,2025-06,124
Madhya Pradesh,Raisen,2025-07,98
Madhya Pradesh,Raisen,2025-08,323
Madhya Pradesh,Raisen,2025-09,121
Madhya Pradesh,Raisen,2025-10,332
Madhya Pradesh,Raisen,2025-11,207
Madhya Pradesh,Raisen,2025-12,224
Madhya Pradesh,Raisen,NaT,3217
Madhya Pradesh,Rajgarh,2025-01,7004
Madhya Pradesh,Rajgarh,2025-02,125
Madhya Pradesh,Rajgarh,2025-03,104
Madhya Pradesh,Rajgarh,2025-04,111
Madhya Pradesh,Rajgarh,2025-05,257
Madhya Pradesh,Rajgarh,2025-06,106
Madhya Pradesh,Rajgarh,2025-07,112
Madhya Pradesh,Rajgarh,2025-08,259
Madhya Pradesh,Rajgarh,2025-09,135
Madhya Pradesh,Rajgarh,2025-10,97
Madhya Pradesh,Rajgarh,2025-11,321
Madhya Pradesh,Rajgarh,2025-12,282
Madhya Pradesh,Rajgarh,NaT,2584
Madhya Pradesh,Ratlam,2025-01,19478
Madhya Pradesh,Ratlam,2025-02,37
Madhya Pradesh,Ratlam,2025-03,138
Madhya Pradesh,Ratlam,2025-04,250
Madhya Pradesh,Ratlam,2025-05,147
Madhya Pradesh,Ratlam,2025-06,247
Madhya Pradesh,Ratlam,2025-07,10
Madhya Pradesh,Ratlam,2025-08,426
Madhya Pradesh,Ratlam,2025-09,311
Madhya Pradesh,Ratlam,2025-10,134
Madhya Pradesh,Ratlam,2025-11,304
Madhya Pradesh,Ratlam,2025-12,347
Madhya Pradesh,Ratlam,NaT,3025
Madhya Pradesh,Rewa,2025-01,8725
Madhya Pradesh,Rewa,2025-02,234
Madhya Pradesh,Rewa,2025-03,926
Madhya Pradesh,Rewa,2025-04,886
Madhya Pradesh,Rewa,2025-05,288
Madhya Pradesh,Rewa,2025-06,513
Madhya Pradesh,Rewa,2025-07,698
Madhya Pradesh,Rewa,2025-08,948
Madhya Pradesh,Rewa,2025-09,565
Madhya Pradesh,Rewa,2025-10,351
Madhya Pradesh,Rewa,2025-11,663
Madhya Pradesh,Rewa,2025-12,776
Madhya Pradesh,Rewa,NaT,5947
Madhya Pradesh,Sagar,2025-01,19639
Madhya Pradesh,Sagar,2025-02,441
Madhya Pradesh,Sagar,2025-03,226
Madhya Pradesh,Sagar,2025-04,431
Madhya Pradesh,Sagar,2025-05,318
Madhya Pradesh,Sagar,2025-06,320
Madhya Pradesh,Sagar,2025-07,401
Madhya Pradesh,Sagar,2025-08,616
Madhya Pradesh,Sagar,2025-09,154
Madhya Pradesh,Sagar,2025-10,379
Madhya Pradesh,Sagar,2025-11,392
Madhya Pradesh,Sagar,2025-12,615
Madhya Pradesh,Sagar,NaT,4689
Madhya Pradesh,Satna,2025-01,23866
Madhya Pradesh,Satna,2025-02,444
Madhya Pradesh,Satna,2025-03,650
Madhya Pradesh,Satna,2025-04,560
Madhya Pradesh,Satna,2025-05,268
Madhya Pradesh,Satna,2025-06,324
Madhya Pradesh,Satna,2025-07,502
Madhya Pradesh,Satna,2025-08,666
Madhya Pradesh,Satna,2025-09,427
Madhya Pradesh,Satna,2025-10,370
Madhya Pradesh,Satna,2025-11,552
Madhya Pradesh,Satna,2025-12,725
Madhya Pradesh,Satna,NaT,5440
Madhya Pradesh,Sehore,2025-01,5205
Madhya Pradesh,Sehore,2025-02,78
Madhya Pradesh,Sehore,2025-03,177
Madhya Pradesh,Sehore,2025-04,92
Madhya Pradesh,Sehore,2025-05,184
Madhya Pradesh,Sehore,2025-06,127
Madhya Pradesh,Sehore,2025-07,101
Madhya Pradesh,Sehore,2025-08,336
Madhya Pradesh,Sehore,2025-09,109
Madhya Pradesh,Sehore,2025-10,160
Madhya Pradesh,Sehore,2025-11,156
Madhya Pradesh,Sehore,2025-12,182
Madhya Pradesh,Sehore,NaT,1868
Madhya Pradesh,Seoni,2025-01,16141
Madhya Pradesh,Seoni,2025-02,255
Madhya Pradesh,Seoni,2025-03,268
Madhya Pradesh,Seoni,2025-04,340
Madhya Pradesh,Seoni,2025-05,115
Madhya Pradesh,Seoni,2025-06,141
Madhya Pradesh,Seoni,2025-07,297
Madhya Pradesh,Seoni,2025-08,688
Madhya Pradesh,Seoni,2025-09,234
Madhya Pradesh,Seoni,2025-10,160
Madhya Pradesh,Seoni,2025-11,386
Madhya Pradesh,Seoni,2025-12,383
Madhya Pradesh,Seoni,NaT,3308
Madhya Pradesh,Shahdol,2025-01,12736
Madhya Pradesh,Shahdol,2025-02,103
Madhya Pradesh,Shahdol,2025-03,189
Madhya Pradesh,Shahdol,2025-04,149
Madhya Pradesh,Shahdol,2025-05,135
Madhya Pradesh,Shahdol,2025-06,121
Madhya Pradesh,Shahdol,2025-07,115
Madhya Pradesh,Shahdol,2025-08,541
Madhya Pradesh,Shahdol,2025-09,338
Madhya Pradesh,Shahdol,2025-10,163
Madhya Pradesh,Shahdol,2025-11,261
Madhya Pradesh,Shahdol,2025-12,348
Madhya Pradesh,Shahdol,NaT,2985
Madhya Pradesh,Shajapur,2025-01,5899
Madhya Pradesh,Shajapur,2025-02,124
Madhya Pradesh,Shajapur,2025-03,131
Madhya Pradesh,Shajapur,2025-04,98
Madhya Pradesh,Shajapur,2025-05,76
Madhya Pradesh,Shajapur,2025-06,70
Madhya Pradesh,Shajapur,2025-07,146
Madhya Pradesh,Shajapur,2025-08,312
Madhya Pradesh,Shajapur,2025-09,140
Madhya Pradesh,Shajapur,2025-10,60
Madhya Pradesh,Shajapur,2025-11,277
Madhya Pradesh,Shajapur,2025-12,348
Madhya Pradesh,Shajapur,NaT,2168
Madhya Pradesh,Sheopur,2025-01,9624
Madhya Pradesh,Sheopur,2025-02,70
Madhya Pradesh,Sheopur,2025-03,59
Madhya Pradesh,Sheopur,2025-04,216
Madhya Pradesh,Sheopur,2025-05,180
Madhya Pradesh,Sheopur,2025-06,177
Madhya Pradesh,Sheopur,2025-07,231
Madhya Pradesh,Sheopur,2025-08,92
Madhya Pradesh,Sheopur,2025-09,245
Madhya Pradesh,Sheopur,2025-10,237
Madhya Pradesh,Sheopur,2025-11,243
Madhya Pradesh,Sheopur,2025-12,425
Madhya Pradesh,Sheopur,NaT,1947
Madhya Pradesh,Shivpuri,2025-01,8244
Madhya Pradesh,Shivpuri,2025-02,159
Madhya Pradesh,Shivpuri,2025-03,505
Madhya Pradesh,Shivpuri,2025-04,749
Madhya Pradesh,Shivpuri,2025-05,163
Madhya Pradesh,Shivpuri,2025-06,210
Madhya Pradesh,Shivpuri,2025-07,140
Madhya Pradesh,Shivpuri,2025-08,293
Madhya Pradesh,Shivpuri,2025-09,319
Madhya Pradesh,Shivpuri,2025-10,268
Madhya Pradesh,Shivpuri,2025-11,372
Madhya Pradesh,Shivpuri,2025-12,351
Madhya Pradesh,Shivpuri,NaT,4434
Madhya Pradesh,Sidhi,2025-01,9439
Madhya Pradesh,Sidhi,2025-02,184
Madhya Pradesh,Sidhi,2025-03,407
Madhya Pradesh,Sidhi,2025-04,265
Madhya Pradesh,Sidhi,2025-05,180
Madhya Pradesh,Sidhi,2025-06,508
Madhya Pradesh,Sidhi,2025-07,215
Madhya Pradesh,Sidhi,2025-08,470
Madhya Pradesh,Sidhi,2025-09,288
Madhya Pradesh,Sidhi,2025-10,551
Madhya Pradesh,Sidhi,2025-11,287
Madhya Pradesh,Sidhi,2025-12,570
Madhya Pradesh,Sidhi,NaT,4134
Madhya Pradesh,Singrauli,2025-01,10931
Madhya Pradesh,Singrauli,2025-02,145
Madhya Pradesh,Singrauli,2025-03,324
Madhya Pradesh,Singrauli,2025-04,336
Madhya Pradesh,Singrauli,2025-05,360
Madhya Pradesh,Singrauli,2025-06,169
Madhya Pradesh,Singrauli,2025-07,302
Madhya Pradesh,Singrauli,2025-08,683
Madhya Pradesh,Singrauli,2025-09,152
Madhya Pradesh,Singrauli,2025-10,409
Madhya Pradesh,Singrauli,2025-11,323
Madhya Pradesh,Singrauli,2025-12,481
Madhya Pradesh,Singrauli,NaT,3871
Madhya Pradesh,Tikamgarh,2025-01,6901
Madhya Pradesh,Tikamgarh,2025-02,182
Madhya Pradesh,Tikamgarh,2025-03,245
Madhya Pradesh,Tikamgarh,2025-04,394
Madhya Pradesh,Tikamgarh,2025-05,276
Madhya Pradesh,Tikamgarh,2025-06,329
Madhya Pradesh,Tikamgarh,2025-07,341
Madhya Pradesh,Tikamgarh,2025-08,592
Madhya Pradesh,Tikamgarh,2025-09,189
Madhya Pradesh,Tikamgarh,2025-10,234
Madhya Pradesh,Tikamgarh,2025-11,216
Madhya Pradesh,Tikamgarh,2025-12,260
Madhya Pradesh,Tikamgarh,NaT,3818
Madhya Pradesh,Ujjain,2025-01,14500
Madhya Pradesh,Ujjain,2025-02,267
Madhya Pradesh,Ujjain,2025-03,434
Madhya Pradesh,Ujjain,2025-04,516
Madhya Pradesh,Ujjain,2025-05,323
Madhya Pradesh,Ujjain,2025-06,163
Madhya Pradesh,Ujjain,2025-07,249
Madhya Pradesh,Ujjain,2025-08,515
Madhya Pradesh,Ujjain,2025-09,318
Madhya Pradesh,Ujjain,2025-10,270
Madhya Pradesh,Ujjain,2025-11,524
Madhya Pradesh,Ujjain,2025-12,526
Madhya Pradesh,Ujjain,NaT,4649
Madhya Pradesh,Umaria,2025-01,9291
Madhya Pradesh,Umaria,2025-02,62
Madhya Pradesh,Umaria,2025-03,267
Madhya Pradesh,Umaria,2025-04,198
Madhya Pradesh,Umaria,2025-05,147
Madhya Pradesh,Umaria,2025-06,124
Madhya Pradesh,Umaria,2025-07,55
Madhya Pradesh,Umaria,2025-08,148
Madhya Pradesh,Umaria,2025-09,128
Madhya Pradesh,Umaria,2025-10,187
Madhya Pradesh,Umaria,2025-11,174
Madhya Pradesh,Umaria,2025-12,299
Madhya Pradesh,Umaria,NaT,1673
Madhya Pradesh,Vidisha,2025-01,11377
Madhya Pradesh,Vidisha,2025-02,176
Madhya Pradesh,Vidisha,2025-03,298
Madhya Pradesh,Vidisha,2025-04,348
Madhya Pradesh,Vidisha,2025-05,133
Madhya Pradesh,Vidisha,2025-06,70
Madhya Pradesh,Vidisha,2025-07,8
Madhya Pradesh,Vidisha,2025-08,288
Madhya Pradesh,Vidisha,2025-09,100
Madhya Pradesh,Vidisha,2025-10,182
Madhya Pradesh,Vidisha,2025-11,78
Madhya Pradesh,Vidisha,2025-12,618
Madhya Pradesh,Vidisha,NaT,2177
Madhya Pradesh,West Nimar,2025-01,50
Madhya Pradesh,West Nimar,2025-02,15
Madhya Pradesh,West Nimar,2025-03,21
Madhya Pradesh,West Nimar,2025-04,23
Madhya Pradesh,West Nimar,2025-05,13
Madhya Pradesh,West Nimar,2025-06,10
Madhya Pradesh,West Nimar,2025-08,10
Madhya Pradesh,West Nimar,2025-09,25
Madhya Pradesh,West Nimar,2025-10,32
Madhya Pradesh,West Nimar,2025-11,28
Madhya Pradesh,West Nimar,2025-12,14
Madhya Pradesh,West Nimar,NaT,272
Maharashtra,Ahilyanagar,2025-06,1
Maharashtra,Ahilyanagar,2025-08,10
Maharashtra,Ahilyanagar,2025-11,18
Maharashtra,Ahilyanagar,2025-12,38
Maharashtra,Ahilyanagar,NaT,400
Maharashtra,Ahmadnagar,2025-01,14547
Maharashtra,Ahmadnagar,2025-02,419
Maharashtra,Ahmadnagar,2025-03,521
Maharashtra,Ahmadnagar,2025-04,2426
Maharashtra,Ahmadnagar,2025-05,777
Maharashtra,Ahmadnagar,2025-06,1488
Maharashtra,Ahmadnagar,2025-07,3490
Maharashtra,Ahmadnagar,2025-08,1532
Maharashtra,Ahmadnagar,2025-09,341
Maharashtra,Ahmadnagar,2025-10,1836
